"Index","Version","ClassName","Buggy"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieShell.java","NO"
"1","4.0.0","BookieThread.java","NO"
"1","4.0.0","BookieThread.java","NO"
"1","4.0.0","BookKeeperServerStats.java","NO"
"1","4.0.0","BookKeeperServerStats.java","NO"
"1","4.0.0","BufferedChannel.java","SI"
"1","4.0.0","BufferedChannel.java","NO"
"1","4.0.0","BufferedChannel.java","SI"
"1","4.0.0","BufferedChannel.java","SI"
"1","4.0.0","BufferedChannel.java","SI"
"1","4.0.0","BufferedChannel.java","NO"
"1","4.0.0","BufferedChannel.java","NO"
"1","4.0.0","BufferedChannelBase.java","NO"
"1","4.0.0","BufferedReadChannel.java","NO"
"1","4.0.0","CacheCallback.java","NO"
"1","4.0.0","CheckpointSource.java","NO"
"1","4.0.0","CheckpointSource.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","Cookie.java","NO"
"1","4.0.0","EntryKey.java","NO"
"1","4.0.0","EntryKeyValue.java","NO"
"1","4.0.0","EntryLogger.java","SI"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","SI"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","SI"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryLogger.java","SI"
"1","4.0.0","EntryLogger.java","NO"
"1","4.0.0","EntryMemTable.java","NO"
"1","4.0.0","EntryMemTable.java","NO"
"1","4.0.0","ExitCode.java","NO"
"1","4.0.0","FileInfo.java","SI"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","SI"
"1","4.0.0","FileInfo.java","SI"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","SI"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","NO"
"1","4.0.0","FileInfo.java","SI"
"1","4.0.0","FileSystemUpgrade.java","NO"
"1","4.0.0","FileSystemUpgrade.java","NO"
"1","4.0.0","FileSystemUpgrade.java","NO"
"1","4.0.0","FileSystemUpgrade.java","NO"
"1","4.0.0","FileSystemUpgrade.java","NO"
"1","4.0.0","FileSystemUpgrade.java","NO"
"1","4.0.0","FileSystemUpgrade.java","NO"
"1","4.0.0","GarbageCollector.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","GarbageCollectorThread.java","NO"
"1","4.0.0","HandleFactory.java","NO"
"1","4.0.0","HandleFactoryImpl.java","NO"
"1","4.0.0","HandleFactoryImpl.java","NO"
"1","4.0.0","HandleFactoryImpl.java","NO"
"1","4.0.0","IndexInMemPageMgr.java","NO"
"1","4.0.0","IndexInMemPageMgr.java","NO"
"1","4.0.0","IndexInMemPageMgr.java","NO"
"1","4.0.0","IndexPersistenceMgr.java","NO"
"1","4.0.0","IndexPersistenceMgr.java","NO"
"1","4.0.0","IndexPersistenceMgr.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","InterleavedLedgerStorage.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","Journal.java","NO"
"1","4.0.0","JournalChannel.java","NO"
"1","4.0.0","JournalChannel.java","NO"
"1","4.0.0","JournalChannel.java","NO"
"1","4.0.0","JournalChannel.java","NO"
"1","4.0.0","JournalChannel.java","NO"
"1","4.0.0","JournalChannel.java","NO"
"1","4.0.0","JournalChannel.java","NO"
"1","4.0.0","LedgerCache.java","SI"
"1","4.0.0","LedgerCache.java","NO"
"1","4.0.0","LedgerCache.java","NO"
"1","4.0.0","LedgerCache.java","NO"
"1","4.0.0","LedgerCache.java","SI"
"1","4.0.0","LedgerCacheImpl.java","NO"
"1","4.0.0","LedgerCacheImpl.java","NO"
"1","4.0.0","LedgerCacheImpl.java","NO"
"1","4.0.0","LedgerCacheImpl.java","NO"
"1","4.0.0","LedgerCacheImpl.java","NO"
"1","4.0.0","LedgerCacheImpl.java","NO"
"1","4.0.0","LedgerCacheImpl.java","NO"
"1","4.0.0","LedgerCacheImpl.java","NO"
"1","4.0.0","LedgerDescriptor.java","SI"
"1","4.0.0","LedgerDescriptor.java","SI"
"1","4.0.0","LedgerDescriptor.java","NO"
"1","4.0.0","LedgerDescriptor.java","NO"
"1","4.0.0","LedgerDescriptor.java","NO"
"1","4.0.0","LedgerDescriptor.java","NO"
"1","4.0.0","LedgerDescriptor.java","SI"
"1","4.0.0","LedgerDescriptorImpl.java","NO"
"1","4.0.0","LedgerDescriptorImpl.java","NO"
"1","4.0.0","LedgerDescriptorImpl.java","NO"
"1","4.0.0","LedgerDescriptorReadOnlyImpl.java","NO"
"1","4.0.0","LedgerDescriptorReadOnlyImpl.java","NO"
"1","4.0.0","LedgerDescriptorReadOnlyImpl.java","NO"
"1","4.0.0","LedgerDirsManager.java","NO"
"1","4.0.0","LedgerDirsManager.java","NO"
"1","4.0.0","LedgerDirsManager.java","NO"
"1","4.0.0","LedgerDirsManager.java","NO"
"1","4.0.0","LedgerDirsManager.java","NO"
"1","4.0.0","LedgerDirsManager.java","NO"
"1","4.0.0","LedgerDirsManager.java","NO"
"1","4.0.0","LedgerDirsManager.java","NO"
"1","4.0.0","LedgerEntryPage.java","SI"
"1","4.0.0","LedgerEntryPage.java","NO"
"1","4.0.0","LedgerEntryPage.java","SI"
"1","4.0.0","LedgerEntryPage.java","NO"
"1","4.0.0","LedgerEntryPage.java","SI"
"1","4.0.0","LedgerEntryPage.java","NO"
"1","4.0.0","LedgerStorage.java","NO"
"1","4.0.0","LedgerStorage.java","NO"
"1","4.0.0","LedgerStorage.java","NO"
"1","4.0.0","LEPStateChangeCallback.java","NO"
"1","4.0.0","LogMark.java","NO"
"1","4.0.0","LogMark.java","NO"
"1","4.0.0","package-info.java","SI"
"1","4.0.0","ReadOnlyBookie.java","NO"
"1","4.0.0","ReadOnlyEntryLogger.java","NO"
"1","4.0.0","ReadOnlyFileInfo.java","NO"
"1","4.0.0","ScanAndCompareGarbageCollector.java","NO"
"1","4.0.0","ScanAndCompareGarbageCollector.java","NO"
"1","4.0.0","SkipListArena.java","NO"
"1","4.0.0","SkipListFlusher.java","NO"
"1","4.0.0","SortedLedgerStorage.java","NO"
"1","4.0.0","SortedLedgerStorage.java","NO"
"1","4.0.0","SortedLedgerStorage.java","NO"
"1","4.0.0","package-info.java","SI"
"1","4.0.0","package-info.java","SI"
"1","4.0.0","SyncThread.java","NO"
"1","4.0.0","SyncThread.java","NO"
"1","4.0.0","SyncThread.java","NO"
"1","4.0.0","BKException.java","SI"
"1","4.0.0","BKException.java","SI"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","SI"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","SI"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","LedgerEntry.java","SI"
"1","4.0.0","LedgerEntry.java","SI"
"1","4.0.0","package-info.java","SI"
"1","4.0.0","AsyncCallback.java","SI"
"1","4.0.0","AsyncCallback.java","SI"
"1","4.0.0","AsyncCallback.java","SI"
"1","4.0.0","AsyncCallback.java","NO"
"1","4.0.0","AsyncCallback.java","SI"
"1","4.0.0","AsyncCallback.java","SI"
"1","4.0.0","AsyncCallback.java","NO"
"1","4.0.0","BKException.java","SI"
"1","4.0.0","BKException.java","SI"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","SI"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","SI"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BKException.java","NO"
"1","4.0.0","BookiesListener.java","NO"
"1","4.0.0","BookieWatcher.java","SI"
"1","4.0.0","BookieWatcher.java","NO"
"1","4.0.0","BookieWatcher.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","SI"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeper.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","SI"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","SI"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","SI"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","SI"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","SI"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperAdmin.java","NO"
"1","4.0.0","BookKeeperClientStats.java","NO"
"1","4.0.0","DefaultEnsemblePlacementPolicy.java","NO"
"1","4.0.0","DefaultEnsemblePlacementPolicy.java","NO"
"1","4.0.0","DistributionSchedule.java","SI"
"1","4.0.0","DistributionSchedule.java","NO"
"1","4.0.0","DistributionSchedule.java","SI"
"1","4.0.0","DistributionSchedule.java","NO"
"1","4.0.0","DistributionSchedule.java","NO"
"1","4.0.0","EnsemblePlacementPolicy.java","NO"
"1","4.0.0","EnsemblePlacementPolicy.java","NO"
"1","4.0.0","package-info.java","SI"
"1","4.0.0","LedgerChecker.java","NO"
"1","4.0.0","LedgerChecker.java","NO"
"1","4.0.0","LedgerChecker.java","NO"
"1","4.0.0","LedgerCreateOp.java","SI"
"1","4.0.0","LedgerCreateOp.java","SI"
"1","4.0.0","LedgerCreateOp.java","NO"
"1","4.0.0","LedgerCreateOp.java","NO"
"1","4.0.0","LedgerCreateOp.java","SI"
"1","4.0.0","LedgerCreateOp.java","NO"
"1","4.0.0","LedgerCreateOp.java","NO"
"1","4.0.0","LedgerCreateOp.java","NO"
"1","4.0.0","LedgerCreateOp.java","NO"
"1","4.0.0","LedgerDeleteOp.java","SI"
"1","4.0.0","LedgerDeleteOp.java","SI"
"1","4.0.0","LedgerDeleteOp.java","NO"
"1","4.0.0","LedgerDeleteOp.java","NO"
"1","4.0.0","LedgerDeleteOp.java","SI"
"1","4.0.0","LedgerDeleteOp.java","NO"
"1","4.0.0","LedgerDeleteOp.java","NO"
"1","4.0.0","LedgerEntry.java","SI"
"1","4.0.0","LedgerEntry.java","SI"
"1","4.0.0","LedgerFragment.java","NO"
"1","4.0.0","LedgerFragment.java","NO"
"1","4.0.0","LedgerFragment.java","NO"
"1","4.0.0","LedgerFragment.java","NO"
"1","4.0.0","LedgerFragment.java","NO"
"1","4.0.0","LedgerFragment.java","NO"
"1","4.0.0","LedgerFragmentReplicator.java","NO"
"1","4.0.0","LedgerFragmentReplicator.java","NO"
"1","4.0.0","LedgerFragmentReplicator.java","NO"
"1","4.0.0","LedgerFragmentReplicator.java","NO"
"1","4.0.0","LedgerFragmentReplicator.java","NO"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandle.java","SI"
"1","4.0.0","LedgerHandle.java","NO"
"1","4.0.0","LedgerHandleAdv.java","NO"
"1","4.0.0","LedgerMetadataImpl.java","SI"
"1","4.0.0","LedgerMetadataImpl.java","NO"
"1","4.0.0","LedgerMetadataImpl.java","NO"
"1","4.0.0","LedgerMetadataImpl.java","SI"
"1","4.0.0","LedgerMetadataImpl.java","NO"
"1","4.0.0","LedgerMetadataImpl.java","NO"
"1","4.0.0","LedgerMetadataImpl.java","NO"
"1","4.0.0","LedgerMetadataImpl.java","NO"
"1","4.0.0","LedgerMetadataImpl.java","NO"
"1","4.0.0","LedgerOpenOp.java","SI"
"1","4.0.0","LedgerOpenOp.java","SI"
"1","4.0.0","LedgerOpenOp.java","NO"
"1","4.0.0","LedgerOpenOp.java","SI"
"1","4.0.0","LedgerOpenOp.java","NO"
"1","4.0.0","LedgerOpenOp.java","SI"
"1","4.0.0","LedgerOpenOp.java","SI"
"1","4.0.0","LedgerOpenOp.java","NO"
"1","4.0.0","LedgerOpenOp.java","SI"
"1","4.0.0","LedgerOpenOp.java","NO"
"1","4.0.0","LedgerOpenOp.java","SI"
"1","4.0.0","LedgerOpenOp.java","NO"
"1","4.0.0","LedgerOpenOp.java","NO"
"1","4.0.0","LedgerRecoveryOp.java","SI"
"1","4.0.0","LedgerRecoveryOp.java","NO"
"1","4.0.0","LedgerRecoveryOp.java","SI"
"1","4.0.0","LedgerRecoveryOp.java","SI"
"1","4.0.0","LedgerRecoveryOp.java","NO"
"1","4.0.0","LedgerRecoveryOp.java","NO"
"1","4.0.0","LedgerRecoveryOp.java","SI"
"1","4.0.0","LedgerRecoveryOp.java","NO"
"1","4.0.0","package-info.java","SI"
"1","4.0.0","PendingAddOp.java","SI"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","SI"
"1","4.0.0","PendingAddOp.java","SI"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","SI"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingAddOp.java","NO"
"1","4.0.0","PendingReadOp.java","SI"
"1","4.0.0","PendingReadOp.java","SI"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","PendingReadOp.java","NO"
"1","4.0.0","RackawareEnsemblePlacementPolicy.java","NO"
"1","4.0.0","RackawareEnsemblePlacementPolicy.java","NO"
"1","4.0.0","ReadLastConfirmedOp.java","NO"
"1","4.0.0","ReadLastConfirmedOp.java","SI"
"1","4.0.0","ReadLastConfirmedOp.java","SI"
"1","4.0.0","ReadLastConfirmedOp.java","SI"
"1","4.0.0","ReadLastConfirmedOp.java","NO"
"1","4.0.0","ReadLastConfirmedOp.java","NO"
"1","4.0.0","ReadLastConfirmedOp.java","NO"
"1","4.0.0","ReadLastConfirmedOp.java","NO"
"1","4.0.0","ReadLastConfirmedOp.java","NO"
"1","4.0.0","ReadLastConfirmedOp.java","SI"
"1","4.0.0","ReadOnlyLedgerHandle.java","SI"
"1","4.0.0","ReadOnlyLedgerHandle.java","NO"
"1","4.0.0","ReadOnlyLedgerHandle.java","NO"
"1","4.0.0","ReadOnlyLedgerHandle.java","NO"
"1","4.0.0","ReadOnlyLedgerHandle.java","NO"
"1","4.0.0","ReadOnlyLedgerHandle.java","NO"
"1","4.0.0","ReadOnlyLedgerHandle.java","NO"
"1","4.0.0","RoundRobinDistributionSchedule.java","SI"
"1","4.0.0","RoundRobinDistributionSchedule.java","NO"
"1","4.0.0","RoundRobinDistributionSchedule.java","NO"
"1","4.0.0","RoundRobinDistributionSchedule.java","SI"
